product_name,product_category,product_price,product_description,brand_name,stock_quantity,manufacturer,sku,weight,color
Pet Hair Remover,Pets,7931.27,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Skyba,547,Trudeo,35356-709,19.2,Khaki
Pet Bed,Pets,429,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Tagfeed,827,Eamia,37808-980,55.5,Pink
Curried Lentil Salad,Food - Salads,3972.12,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Youopia,24,Yotz,65044-0538,72.3,Goldenrod
Organic Green Apples,Food - Produce,1339.48,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Feedmix,552,Blognation,,77.3,Violet
Cat Tree,Pets,4642.4,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Twitterbridge,917,Innotype,37808-541,39.3,Maroon
Cinnamon Roll Dough,Food - Bakery,6623.38,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Babbleopia,360,Eamia,0378-1077,10.3,Orange
Mini Indoor Herb Garden Kit,Garden,8869.4,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Blogtag,339,Mudo,55316-274,34.7,Crimson
BBQ Lentil Chips,Food - Snacks,4710.72,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Wordware,765,Photobean,62802-406,73.2,Indigo
Chicken Parmesan Dinner Kit,Food - Frozen Meals,3935.23,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Yakidoo,702,Cogidoo,0002-7636,19.1,Pink
Creamy Coleslaw Mix,,83.51,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Quinu,520,Jaloo,16590-255,39.1,Maroon
Mini Pretzels,Food - Snacks,2057.67,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Quire,215,Divavu,54616-001,94.1,Aquamarine
Lentils,Food - Grains,8171.05,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Tagpad,987,Meevee,52686-317,19.6,Goldenrod
Peanut Butter Chocolate Clusters,Food - Desserts,3498.99,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Zoovu,338,Wordpedia,21695-129,81.6,Yellow
Cucumber Lime Sparkling Water,Food - Beverages,9585.09,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Photojam,230,Twimm,13537-069,23.3,Mauv
Belted Trench Coat,Clothing - Outerwear,1557.92,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Photospace,909,Kayveo,21130-532,29.9,Blue
Roasted Red Pepper Hummus,Food - Dips,4286.6,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",,432,Babblestorm,11822-0166,20.4,Mauv
Hydration Backpack,Outdoor,4832.4,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Pixonyx,554,Babbleblab,55154-5072,39.5,Puce
Chocolate Mint Protein Shake,Food - Beverages,9265.42,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Quinu,,Voolith,49643-124,30.9,Pink
Elderberry Syrup Kit,Health,7172.65,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Abatz,872,Browseblab,0093-0148,88.8,Indigo
Wooden Children's Play Kitchen,Toys,1226.57,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Skippad,225,Wordware,53808-0887,92.5,Green
Biodegradable Phone Case,Accessories,7592.32,,Tagcat,193,Jabberstorm,37808-437,33.1,Green
Cauliflower Rice Stir-Fry,Food - Frozen Foods,8301.55,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Mymm,299,Avaveo,0228-2752,34.9,Green
Oven-Baked Sweet Potato Fries,Food - Frozen Foods,3669.84,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Jatri,,Midel,58668-0961,82.1,Teal
Maxi Wrap Dress,Clothing - Dresses,2219.29,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Brainsphere,583,Layo,10885-001,82.3,Aquamarine
Coconut Macaroons,Food - Confectionery,6179.95,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Wordware,651,Quaxo,30142-648,59.7,Goldenrod
Pet Hair Vacuum Cleaner Attachment,Pets,10.99,,Dabjam,570,Tekfly,52389-729,4.6,Blue
Sliced Strawberries,Food - Fruits,4910.05,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Thoughtmix,676,Realblab,0078-0370,3.9,Turquoise
Multi-Purpose Plant Care Tool,Garden,7576.26,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Katz,907,Quimba,36987-1443,51.9,Orange
Raspberry Lemonade Mix,Food - Beverages,532.62,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Livetube,977,Gabvine,62064-011,38.7,Pink
Falafel Mix,Food - Baking & Cooking,338.9,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Shufflebeat,94,Tekfly,63981-591,0.8,Blue
Balsamic Vinegar,Food - Condiments,2027.33,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Wordware,812,,10202-379,22.1,Fuscia
Magnetic Puzzle Board,Toys,5848.7,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Quimba,763,Jaxnation,68828-105,67.9,Orange
Athletic Compression Tights,Clothing - Activewear,4456.52,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Jayo,,Centizu,49288-0643,85.6,Red
Classic Cheeseburger Mix,Food - Meats,9084.3,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Realpoint,663,Photobug,68788-9906,34.9,Red
Knitted Infinity Scarf,,1465.92,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Zoombox,,Devify,48878-3317,94.4,Blue
Toasted Coconut Granola,Food - Breakfast,1931.21,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",Dynazzy,322,Vimbo,0037-0442,47.2,Yellow
Spicy Roasted Nuts,Food - Snacks,8679.8,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Edgeblab,0,Oba,41520-485,93.3,
Vegetable Fried Rice Mix,Food - Frozen Food,8200.44,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Realblab,91,Yakijo,52685-433,37.4,Yellow
Dark Chocolate Covered Almonds,Food - Snacks,9898.97,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Fliptune,889,Topicblab,21695-816,64.8,Khaki
Coconut Yogurt,,9755.64,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Skaboo,,Avamba,,4,Maroon
Basil Pesto Pasta,Food - Prepared Meals,8704.23,,Realblab,579,Tagchat,57955-5126,37.5,Khaki
Honey-Balsamic Vinaigrette,Food - Dressing,3497.73,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Photobean,,Voonix,0487-9904,85.8,Fuscia
Chocolate Coconut Protein Balls,,8835.3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Babbleset,46,Blogtag,55154-4980,17.1,Purple
Sports Bottle,Fitness,2858.7,,Camido,517,Kimia,55154-2826,33.2,Khaki
Pasta Sauce Mix,Food - Sauces,402.49,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Skyble,185,Jetwire,69106-150,13.9,Turquoise
Self-Cleaning Cat Litter Box,,787.9,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Roomm,,Cogilith,13537-046,42.5,Pink
Cranberry Lime Sparkling Water,Food - Beverages,1268.62,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Youopia,995,Divavu,47593-484,37.3,Purple
Ground Cinnamon,Food - Spices,2158,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Browsebug,532,Yakitri,48951-4027,50.2,Crimson
Lentil Vegetable Curry,Food - Prepared Meals,3267.85,,Einti,269,Edgeify,12090-0015,54.6,Blue
Roasted Garlic Aioli,Food - Condiments,,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Yombu,,Oyoyo,50405-007,75.2,Fuscia
Blackberry Compote,Food - Condiments,9069.34,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Fivespan,659,Oyonder,30142-915,93.1,Puce
Classic White T-Shirt,Clothing - Tops,4868.55,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Edgewire,348,Quinu,36987-3450,64.2,Green
Garlic Parmesan Roasted Potatoes,Food - Sides,5243.15,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Devify,980,Shufflester,58668-1371,24.2,Violet
Multi-Layer Food Steamer,Kitchen,5086.77,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Realfire,703,Realbuzz,0065-0644,94.8,Turquoise
Pet Carrier Backpack,Pets,1847.98,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Thoughtsphere,252,Skyvu,76354-108,90.4,Red
Bamboo Bathtub Caddy,Home,2149.55,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Oyonder,470,Bluezoom,55154-6248,58.7,Red
Herbed Chicken Breast,Food - Meat,8158.73,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Teklist,753,Jetpulse,10736-012,41.9,Indigo
Dark Chocolate Covered Raisins,Food - Snacks,6093.45,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Plajo,941,Twinder,65044-1911,7.7,Yellow
Chia Seed Pudding,Food - Snacks,819.78,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Voonix,487,Kwimbee,68788-6760,71.7,
Raspberry Vanilla Greek Yogurt,Food - Dairy,7573.46,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Tavu,,Leenti,46017-023,2,Blue
Nail Polish Set,Beauty,8811.91,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Feedfish,,Youtags,0363-0248,75.2,Khaki
Organic Tomato Ketchup,Food - Condiments,3758.28,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Yakidoo,397,Topiczoom,58118-1115,47.6,Blue
Magnetic Spice Jars,Kitchen,3991.73,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Roombo,36,Jetwire,42549-641,96.5,Fuscia
Aeropress Coffee Maker,Kitchen,6909.09,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Livefish,162,Topicblab,10267-1936,57.4,Orange
Pistachios,Food - Nuts,2152.54,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Dablist,818,Feedbug,54569-1696,34.5,Violet
Mediterranean Flatbread,Food - Bakery,406.89,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Dabvine,779,Gabspot,64117-170,7,Yellow
Garlic and Herb Cream Cheese,Food - Dairy,2921.19,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Bubblemix,891,Photospace,,27.2,Indigo
Mango Chia Pudding,Food - Snacks,3499.76,,Rhynoodle,,,49349-379,38.6,Violet
Feta Cheese Crumbles,Food - Dairy,9079.1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Zava,176,Wikizz,49288-0929,54.9,Red
Decorative Throw Pillows,Home,5028.67,,Aimbo,361,Chatterpoint,57520-0214,8.8,Pink
Foldable Picnic Table,Outdoor,5242.3,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Ailane,840,Bubblebox,54641-006,7.2,Yellow
Lentil Soup,Food - Canned Goods,6432.33,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Voonte,45,Kanoodle,57664-213,47,Indigo
Pressure Washer Accessories Kit,Home Improvement,395.24,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Demimbu,243,,76378-017,23.7,Khaki
Adjustable Garden Rake,Garden,6859.46,,Eabox,45,Quinu,43846-0015,71.6,Aquamarine
Italian Breadsticks,Food - Bakery,,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Linktype,141,Centidel,54868-4079,52.3,Teal
Hiking Water Bottle with Filter,Outdoor,3913.49,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Eamia,13,Rooxo,65044-1860,30.1,Puce
Relaxed Fit Henley Shirt,Clothing - Tops,82.17,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Quaxo,,Digitube,54340-986,11.1,Green
Tomato Basil Pasta Sauce,,9561.6,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Yodo,765,Yadel,51862-171,18.5,Indigo
Lemon Lime Sparkling Water,Food - Beverages,6926.79,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Oodoo,200,Demizz,0179-0276,41.8,Yellow
Wooden Blocks,Toys,3279.51,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Bubblebox,331,Youspan,68084-494,40.1,Teal
Cocktail Shaker Set,Kitchen,1714.52,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Jayo,792,Eabox,60760-009,62.9,Fuscia
Creamy Garlic Mashed Potatoes,Food - Sides,3806.29,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Edgeify,409,Mydeo,63629-5268,89.4,Aquamarine
Organic Coconut Oil,Food - Oils,7398.23,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Pixonyx,450,Jabbersphere,62011-0025,50.2,Blue
USB Desk Fan,Home,1382.11,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Meeveo,868,Fivespan,29565-500,10.7,Green
Fresh Basil Pesto,Food - Sauces,758.25,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Photobean,170,Avamm,11410-301,8.4,Goldenrod
